0.86299336 0.81917566 0.8837865 0.7860742 0.85916644 0.22071978 0.36405617 0.4982899 0.81826884 0.43076196 0.7886057 0.07635048 0.71689796 0.47556943 0.55241495 0.9942824 0.5761949 0.10449876 0.27035186 0.68582684 output (0, 1) (0, 7) (1, 6) (2, 5) (2, 4) (3, 9) (3, 6) (4, 6) (5, 8)
0.021360967 0.9650369 0.2571133 0.81851614 0.072366 0.32529795 0.96911633 0.32429606 0.1012308 0.10493975 0.12451004 0.84128845 0.14902204 0.6348473 0.6585497 0.4546482 0.57483006 0.47563255 0.7404837 0.72974294 output (0, 5) (1, 5) (2, 4) (2, 6) (3, 7) (5, 6) (6, 8) (7, 8) (7, 9)
0.52391875 0.49590182 0.70057696 0.80995536 0.8227529 0.28871483 0.10047372 0.041637916 0.8763071 0.80462855 0.992561 0.7804055 0.27328184 0.49293762 0.6290086 0.5127337 0.077535704 0.6542538 0.80720955 0.7943504 output (0, 7) (0, 6) (1, 9) (1, 7) (2, 7) (3, 6) (4, 9) (4, 5) (6, 8)
0.3337436 0.84171003 0.071287066 0.9064544 0.78048426 0.36143 0.06758079 0.00399502 0.5013468 0.78594893 0.22523755 0.21752563 0.07851327 0.21213952 0.8899957 0.33611152 0.44408736 0.6051389 0.054832425 0.29226553 output (0, 4) (0, 1) (2, 7) (2, 8) (3, 6) (4, 8) (5, 6) (5, 8) (6, 9)
0.3464533 0.4077176 0.38396645 0.8116492 0.31724483 0.99487287 0.6204294 0.11813957 0.70438874 0.40950957 0.90650636 0.4034452 0.12216429 0.3631665 0.77217793 0.65123487 0.02552302 0.29680765 0.043822635 0.80417436 output (0, 6) (0, 4) (0, 1) (1, 2) (2, 9) (3, 4) (4, 5) (4, 7) (6, 8)
0.081460044 0.7534999 0.090271175 0.043452382 0.14176327 0.635291 0.27383372 0.6509389 0.13767295 0.68452996 0.6640445 0.43536755 0.6545447 0.6088436 0.76081204 0.08330005 0.034474 0.47539183 0.5225777 0.8926264 output (0, 4) (1, 8) (2, 4) (2, 3) (2, 8) (3, 9) (5, 6) (5, 7) (6, 9)
0.06161044 0.6261515 0.41065994 0.66832066 0.3128443 0.47600165 0.7737858 0.46723866 0.7288783 0.44994307 0.43301302 0.9615284 0.6209946 0.053617448 0.36841294 0.40530542 0.20642371 0.12241652 0.7693421 0.74649495 output (0, 2) (1, 2) (1, 5) (2, 7) (3, 4) (3, 9) (4, 7) (4, 6) (7, 8)
0.69479144 0.08955379 0.2774546 0.88648534 0.36038253 0.13812512 0.5463312 0.90625906 0.13861875 0.6858314 0.21852997 0.89517397 0.21375164 0.9697697 0.5141746 0.6565363 0.33339307 0.10801136 0.060589146 0.32697242 output (0, 2) (1, 5) (1, 3) (2, 8) (3, 7) (4, 5) (4, 9) (5, 6) (8, 9)
0.13374239 0.6147616 0.57029146 0.24080087 0.6124239 0.8142949 0.99515575 0.76218694 0.5203389 0.33028463 0.040959757 0.42780688 0.6392328 0.82679987 0.50616896 0.52097243 0.20902537 0.564465 0.3497704 0.99678135 output (0, 8) (0, 5) (1, 4) (2, 6) (2, 7) (2, 9) (3, 6) (4, 7) (7, 8)
0.41956857 0.5599735 0.45108697 0.42452928 0.6628311 0.021310423 0.7951413 0.390172 0.17930399 0.58639395 0.19343022 0.093056135 0.2472024 0.3101832 0.30660027 0.7565027 0.14486106 0.2809826 0.80580205 0.74549854 output (0, 1) (0, 7) (1, 6) (1, 3) (2, 3) (3, 9) (4, 7) (5, 8) (6, 8)
0.60396314 0.06575604 0.008675649 0.8816083 0.3479512 0.24869153 0.4242772 0.4026317 0.10264744 0.79310954 0.07426187 0.06911967 0.8526916 0.07147698 0.5156746 0.59585446 0.7230408 0.046627726 0.48580274 0.9628244 output (0, 8) (0, 2) (1, 4) (2, 3) (2, 5) (3, 7) (4, 9) (6, 8) (7, 9)
0.5471181 0.29087552 0.1677336 0.20428966 0.056697182 0.61234176 0.14205402 0.6130793 0.4661437 0.59823245 0.5679981 0.51395106 0.96394736 0.16654558 0.79078376 0.79746443 0.2398395 0.19798885 0.4050804 0.8164064 output (0, 5) (0, 8) (0, 6) (1, 8) (2, 3) (3, 4) (4, 5) (4, 9) (5, 7)
0.52277136 0.8688137 0.7195254 0.97373664 0.27237827 0.77101856 0.049544316 0.73658156 0.7767822 0.40868145 0.9909174 0.022725442 0.36053464 0.25036323 0.8593159 0.37276983 0.7114132 0.41022357 0.46012142 0.6253959 output (0, 1) (0, 9) (2, 3) (2, 9) (4, 8) (4, 7) (5, 7) (6, 8) (8, 9)
0.005133154 0.78095376 0.70214385 0.44297397 0.4370126 0.9829072 0.5235355 0.24026485 0.83370656 0.7046094 0.050274972 0.48235855 0.6385442 0.5930977 0.11376982 0.7729874 0.29847348 0.6271365 0.40928218 0.61296225 output (0, 7) (1, 6) (1, 3) (2, 9) (4, 6) (5, 8) (6, 9) (7, 8) (8, 9)
0.177475 0.7945002 0.44710544 0.4082003 0.13594426 0.11064945 0.37696913 0.98010236 0.26462647 0.59142566 0.4939333 0.107449666 0.48371518 0.685555 0.44583806 0.18857034 0.48452517 0.51224196 0.12074088 0.9625204 output (0, 9) (0, 4) (1, 8) (1, 7) (2, 7) (3, 9) (4, 8) (5, 7) (6, 8)
0.31971258 0.7884663 0.05194932 0.6417547 0.6563683 0.6896423 0.9719707 0.8361664 0.78721786 0.85168034 0.3085162 0.70834833 0.15713006 0.3011819 0.48605713 0.77841395 0.32887176 0.98251104 0.77179104 0.51036674 output (0, 5) (0, 7) (0, 8) (1, 5) (1, 6) (2, 7) (2, 4) (2, 9) (3, 4)
0.67606735 0.46412832 0.32777357 0.17555694 0.69645935 0.99863964 0.2767516 0.7664279 0.10731557 0.09909071 0.70672786 0.4410882 0.44430226 0.04270038 0.35902163 0.1402994 0.31346777 0.0021507517 0.9883675 0.65418065 output (0, 5) (0, 1) (1, 7) (2, 9) (2, 3) (4, 8) (5, 9) (6, 7) (6, 8)
0.30376124 0.17044541 0.8925696 0.90334237 0.2604598 0.8518619 0.62421703 0.82689446 0.29116693 0.98860765 0.010393255 0.8651835 0.9963586 0.62180287 0.36463138 0.10049351 0.49336028 0.44081452 0.030300995 0.040076178 output (0, 7) (0, 9) (0, 8) (1, 3) (1, 6) (2, 4) (2, 5) (2, 3) (3, 8)
0.8814142 0.40321943 0.23236834 0.08268193 0.6950017 0.100011215 0.048392 0.25866464 0.043628875 0.13737014 0.38808954 0.96845645 0.20826799 0.6888553 0.28565946 0.94142795 0.8986727 0.6090341 0.008067379 0.03512382 output (0, 8) (0, 2) (1, 4) (1, 2) (3, 4) (3, 6) (4, 9) (5, 7) (6, 7)
0.055959877 0.8146777 0.17068703 0.81397986 0.49247652 0.56632656 0.93809026 0.93825924 0.8017315 0.104663216 0.45721745 0.7708772 0.4360093 0.6335507 0.9260742 0.6693173 0.18034203 0.34284827 0.35544172 0.51573515 output (0, 1) (1, 5) (2, 6) (2, 7) (2, 4) (3, 7) (5, 6) (6, 9) (8, 9)
0.98882115 0.44679627 0.5777501 0.379917 0.13642877 0.8054639 0.63257957 0.4906103 0.5666726 0.94516134 0.2453676 0.78832006 0.9298421 0.19836986 0.12479864 0.44381195 0.40067318 0.89692515 0.6431046 0.7311436 output (0, 6) (0, 3) (1, 3) (2, 5) (2, 7) (3, 9) (4, 8) (4, 9) (5, 8)
0.4786858 0.7825382 0.33165166 0.19220927 0.27869642 0.970652 0.6650818 0.9164323 0.6049224 0.926147 0.86100674 0.30628654 0.26067275 0.6297218 0.6614533 0.55990386 0.6163903 0.10632236 0.4262232 0.78544873 output (0, 9) (0, 4) (0, 7) (1, 8) (2, 9) (3, 4) (5, 8) (5, 7) (6, 9)
0.47921237 0.66744673 0.50197256 0.47629303 0.8654148 0.37003914 0.24782328 0.92486644 0.2990438 0.15679242 0.43540794 0.46050265 0.75317127 0.019320773 0.033396307 0.37349403 0.29953018 0.7531293 0.3957499 0.75771075 output (0, 9) (0, 1) (1, 5) (1, 2) (2, 6) (3, 8) (4, 5) (4, 7) (8, 9)
0.8177792 0.8831409 0.18349731 0.5373112 0.9606096 0.30879167 0.6985537 0.23639631 0.4513144 0.37451193 0.84670043 0.64546096 0.8323764 0.49296403 0.6733584 0.17056449 0.7435228 0.6867642 0.6640018 0.0561904 output (0, 8) (1, 4) (2, 6) (2, 3) (3, 7) (3, 4) (5, 8) (5, 6) (7, 9)
0.20348088 0.081135266 0.9294481 0.49860185 0.6902589 0.94195634 0.008017812 0.2546481 0.94935536 0.6229567 0.62647545 0.42891657 0.45248693 0.691786 0.8290481 0.028709684 0.5916252 0.004959926 0.7258473 0.93141735 output (0, 3) (0, 8) (1, 4) (1, 5) (2, 9) (2, 6) (5, 6) (5, 8) (7, 8)
0.55794156 0.20301142 0.22260971 0.70453346 0.3247132 0.1955006 0.66381854 0.7183431 0.38289702 0.3274832 0.7512424 0.10285176 0.6388114 0.07614092 0.7779757 0.6649355 0.20245582 0.090433195 0.36389413 0.5427614 output (0, 6) (0, 4) (1, 9) (2, 4) (2, 8) (3, 7) (3, 9) (4, 9) (5, 6)
0.95174956 0.938376 0.60682803 0.5369918 0.27471268 0.7229137 0.5344518 0.7829557 0.75532883 0.5555467 0.096586525 0.3356297 0.27721566 0.006090876 0.42060325 0.14963958 0.012673155 0.70479804 0.5862399 0.95567006 output (0, 9) (1, 4) (1, 3) (2, 8) (2, 3) (3, 9) (5, 7) (5, 8) (6, 7)
0.7762202 0.5488777 0.18631704 0.38744864 0.29094774 0.38882235 0.96343946 0.091163516 0.62703115 0.56645215 0.77942735 0.94415116 0.4049541 0.69406813 0.46982196 0.6655791 0.46228138 0.9191091 0.9966168 0.7870262 output (0, 4) (0, 3) (1, 2) (2, 6) (4, 7) (5, 9) (5, 8) (6, 7) (6, 8)
0.46663597 0.90048987 0.4234231 0.9657913 0.847734 0.69445324 0.3144517 0.74942917 0.5225121 0.83786875 0.8876043 0.6416272 0.80887973 0.6278774 0.08611826 0.6185674 0.4860436 0.2868417 0.94387347 0.1510393 output (0, 1) (0, 4) (0, 3) (2, 5) (2, 6) (3, 7) (4, 6) (6, 8) (8, 9)
0.6562257 0.3072481 0.8917091 0.31341064 0.28108555 0.33718812 0.2887669 0.40458474 0.053124294 0.95285493 0.36081967 0.82762665 0.75602275 0.54976207 0.9594052 0.31581718 0.24799086 0.7753511 0.8084476 0.17683521 output (0, 9) (0, 6) (0, 2) (1, 7) (1, 9) (2, 3) (3, 8) (4, 8) (5, 8)
0.9054197 0.44563225 0.578671 0.42457116 0.15160403 0.17539196 0.68423784 0.42419678 0.48116833 0.37455273 0.8330137 0.65261954 0.35254806 0.43215886 0.79708743 0.33350307 0.4820234 0.21530947 0.26957726 0.65586257 output (0, 7) (0, 5) (1, 3) (1, 4) (2, 6) (3, 7) (4, 6) (4, 8) (6, 9)
0.8879605 0.76683563 0.46730334 0.10594833 0.25491002 0.6560685 0.59446263 0.56859004 0.35600352 0.41806346 0.026423685 0.4597578 0.024329562 0.32329106 0.40821832 0.52403456 0.5660607 0.53674895 0.9258516 0.7976101 output (0, 9) (0, 3) (1, 4) (2, 7) (2, 5) (3, 8) (4, 7) (5, 6) (7, 8)
0.08205147 0.53449947 0.28690594 0.8183528 0.10189711 0.12858932 0.7646442 0.79202175 0.66198367 0.5779566 0.8564462 0.4661091 0.62189865 0.48683634 0.3769651 0.5149916 0.97320133 0.8917369 0.4100403 0.83278346 output (0, 7) (0, 2) (1, 9) (1, 7) (3, 8) (3, 4) (4, 6) (4, 5) (6, 7)
0.49830252 0.093559235 0.9805647 0.4082109 0.61051327 0.43135065 0.5630455 0.90724766 0.16353427 0.040326685 0.83881503 0.031632237 0.58842945 0.5993495 0.33681563 0.061073657 0.34764135 0.38265353 0.74442035 0.6122179 output (0, 7) (0, 5) (1, 9) (2, 6) (2, 8) (3, 6) (4, 7) (6, 9) (7, 8)
0.8242966 0.88318723 0.4048452 0.56573343 0.67603713 0.7850851 0.56649935 0.39735344 0.21362403 0.3665099 0.78776217 0.36941782 0.39639753 0.39654678 0.49403018 0.020111823 0.32178372 0.3863915 0.27868074 0.36521286 output (0, 2) (1, 6) (1, 2) (3, 6) (3, 5) (3, 7) (4, 9) (6, 8) (8, 9)
0.83958167 0.36046615 0.61926395 0.022570968 0.8814598 0.51750904 0.26692083 0.47631732 0.26697806 0.5618718 0.033399034 0.84246355 0.67447615 0.14289168 0.56759256 0.5322132 0.6938792 0.6916184 0.8030412 0.2503551 output (0, 9) (0, 2) (1, 6) (2, 8) (3, 4) (4, 7) (4, 5) (6, 9) (7, 8)
0.51307696 0.83492666 0.949165 0.3945298 0.6147066 0.6929391 0.68598133 0.6560545 0.3828474 0.018632092 0.3400466 0.2994043 0.33295217 0.6932065 0.9904747 0.35315397 0.17493649 0.93090475 0.90751314 0.61464244 output (0, 2) (0, 6) (1, 7) (1, 9) (2, 3) (3, 9) (4, 5) (5, 6) (6, 8)
0.7783525 0.59055376 0.9097316 0.24029972 0.9060371 0.5109001 0.032796193 0.8281847 0.5305016 0.35138366 0.5601456 0.053679246 0.80825937 0.8363451 0.015701307 0.5943111 0.18806468 0.72846675 0.64644516 0.58209467 output (0, 9) (0, 2) (0, 6) (1, 2) (3, 8) (4, 9) (4, 5) (7, 8) (8, 9)
0.10922002 0.5503147 0.39196402 0.7525979 0.4212223 0.6225833 0.7044362 0.31918713 0.1692526 0.6859988 0.3381995 0.47473103 0.91516906 0.6483134 0.17374308 0.63114226 0.4263693 0.43097737 0.7799698 0.42084244 output (0, 7) (1, 2) (2, 5) (3, 9) (3, 8) (4, 7) (5, 8) (5, 7) (6, 9)
0.5127114 0.46285543 0.9156071 0.81549627 0.07215686 0.3837586 0.5263337 0.34325922 0.0015886687 0.08844939 0.30386448 0.89110047 0.77753615 0.11249876 0.60114217 0.9338368 0.5154435 0.30385408 0.79829293 0.9346736 output (0, 3) (0, 2) (0, 5) (1, 9) (2, 4) (3, 8) (5, 7) (6, 8) (7, 9)
0.66456974 0.435523 0.6084814 0.5502526 0.6340681 0.32807717 0.08388074 0.44294423 0.99184835 0.7658349 0.49641404 0.9223198 0.40508294 0.1746335 0.029120147 0.775792 0.9177861 0.8146075 0.12175196 0.77245754 output (0, 2) (0, 1) (1, 5) (1, 8) (2, 6) (3, 9) (4, 8) (5, 9) (7, 9)
0.99595624 0.9712074 0.42526802 0.487172 0.07363231 0.14124948 0.8307176 0.58843774 0.64747363 0.5392207 0.81164455 0.11951833 0.32128102 0.38566086 0.15712127 0.66820204 0.5373361 0.8852881 0.9356536 0.6915167 output (0, 9) (1, 6) (1, 4) (1, 7) (2, 6) (3, 9) (3, 4) (4, 8) (4, 5)
