0.19587775 0.37079433 0.57947904 0.61666685 0.35406265 0.3997177 0.3767976 0.38797602 0.17806445 0.8830682 0.5250057 0.43802506 0.85141087 0.0075937305 0.7860855 0.18401468 0.5445574 0.21464948 0.7119684 0.868095 output (0, 2) (1, 5) (1, 9) (1, 4) (2, 3) (3, 5) (5, 8) (6, 7) (7, 8)
0.009211795 0.43006077 0.25359386 0.84421986 0.701004 0.04182754 0.821154 0.83586955 0.7382112 0.60320055 0.6257152 0.20731622 0.5802275 0.88308626 0.7626864 0.14860754 0.95197964 0.9486262 0.20770054 0.087635614 output (0, 9) (1, 6) (2, 7) (3, 8) (3, 6) (3, 4) (4, 5) (5, 7) (5, 9)
0.09030679 0.72748065 0.9307914 0.55903184 0.57425493 0.50696695 0.9003589 0.007186353 0.10593775 0.56623554 0.9653831 0.42098296 0.7621146 0.20014851 0.7325151 0.7943169 0.6948217 0.09683135 0.39893138 0.34838393 output (0, 4) (1, 5) (1, 7) (2, 9) (2, 7) (3, 8) (4, 9) (5, 6) (6, 8)
0.98361516 0.012687471 0.5114783 0.5417671 0.26737154 0.6148662 0.6618074 0.33679476 0.2055343 0.94449544 0.0242942 0.31769624 0.11749879 0.8610435 0.13800676 0.9736547 0.09965539 0.44624498 0.22284399 0.8371849 output (0, 3) (1, 3) (1, 2) (2, 9) (2, 8) (4, 7) (4, 9) (5, 8) (6, 9)
0.9383651 0.81580347 0.42292944 0.11066454 0.558743 0.39843076 0.41887325 0.2229565 0.071627505 0.64443696 0.58715975 0.9141045 0.58455515 0.8981287 0.77319074 0.055280637 0.5443221 0.17906371 0.68093574 0.18236789 output (0, 6) (1, 3) (2, 8) (2, 6) (2, 4) (3, 8) (5, 6) (7, 9) (8, 9)
0.17155425 0.33953032 0.87444246 0.9833175 0.84288573 0.35230556 0.30842167 0.25257692 0.22144954 0.06465786 0.64269364 0.692132 0.11989836 0.47930795 0.88874114 0.65512484 0.10077075 0.91889596 0.615716 0.010168668 output (0, 6) (0, 3) (1, 7) (2, 7) (2, 9) (3, 4) (3, 9) (5, 7) (6, 8)
0.29769185 0.4762166 0.50914234 0.6010574 0.80892134 0.1226999 0.5325475 0.43246982 0.9880948 0.3040444 0.27361697 0.4171251 0.3601638 0.11953286 0.55269134 0.19051768 0.36023748 0.255546 0.67242026 0.26759583 output (0, 5) (1, 3) (2, 9) (2, 4) (3, 9) (5, 8) (6, 8) (7, 9) (7, 8)
0.90829617 0.9147854 0.18408918 0.614577 0.63302207 0.911023 0.11585178 0.6693737 0.5928276 0.8961381 0.55169857 0.8302198 0.78805166 0.6303386 0.8938213 0.48474762 0.18942085 0.5953966 0.9785069 0.14008461 output (0, 2) (0, 6) (1, 8) (1, 3) (1, 5) (2, 4) (4, 5) (6, 7) (7, 9)
0.81412023 0.8875885 0.33512947 0.17392756 0.90462756 0.08387531 0.5442259 0.5846042 0.6649726 0.05152098 0.9290709 0.5144022 0.2677529 0.38420326 0.19256209 0.15288202 0.85097647 0.7684747 0.5962069 0.7552321 output (0, 8) (0, 9) (1, 7) (1, 6) (1, 4) (2, 4) (3, 9) (3, 6) (5, 8)
0.43985617 0.5181908 0.12960619 0.3758322 0.6495917 0.6059009 0.024869973 0.14762774 0.51605386 0.26206473 0.40461633 0.13282253 0.08260062 0.33519968 0.953767 0.30838323 0.9097545 0.0015844066 0.6240857 0.88520306 output (0, 2) (0, 4) (0, 1) (1, 6) (2, 9) (2, 7) (3, 6) (4, 5) (7, 8)
0.94865507 0.055579394 0.67472166 0.32536885 0.8808115 0.12513898 0.47449636 0.17883003 0.31078136 0.52390456 0.5598358 0.46429044 0.41983008 0.43201506 0.0008690288 0.5216071 0.44535467 0.121764146 0.7512985 0.92953515 output (0, 2) (1, 5) (1, 3) (1, 2) (3, 8) (4, 6) (4, 7) (5, 6) (5, 9)
0.60294694 0.22283533 0.20378539 0.7357646 0.57941234 0.7037072 0.7258492 0.38204014 0.10924554 0.37616616 0.47265443 0.33215183 0.34756497 0.34178331 0.006397616 0.11066705 0.8418982 0.21314926 0.81158674 0.8142897 output (0, 5) (0, 3) (1, 4) (2, 9) (2, 3) (3, 8) (4, 6) (4, 7) (5, 6)
0.80019325 0.055083122 0.36932456 0.7620921 0.36076817 0.17682672 0.20481779 0.370538 0.5373491 0.94447184 0.6148399 0.79597104 0.22238396 0.75082946 0.34064886 0.8307367 0.37363482 0.7094848 0.21859841 0.9496443 output (0, 2) (1, 8) (1, 7) (2, 3) (3, 8) (4, 5) (4, 7) (6, 7) (7, 9)
0.7894622 0.7972357 0.21219918 0.75147384 0.23075381 0.19141366 0.77046853 0.4164779 0.48209593 0.6828408 0.669439 0.68457705 0.4415435 0.26267976 0.34423932 0.34704438 0.5690962 0.52379215 0.92069393 0.29079947 output (0, 5) (1, 4) (2, 7) (3, 9) (3, 8) (4, 8) (4, 5) (6, 7) (7, 8)
0.46730983 0.57497543 0.98502755 0.29738855 0.11980672 0.26082513 0.97334826 0.5943316 0.25687593 0.026316665 0.6854034 0.053722385 0.59959865 0.015350413 0.341989 0.8434685 0.4001225 0.6197441 0.07938255 0.5500039 output (0, 8) (1, 3) (1, 5) (2, 4) (2, 9) (4, 6) (5, 6) (7, 8) (8, 9)
0.617055 0.5863607 0.8647821 0.49703416 0.6434207 0.18723826 0.29667145 0.9971225 0.79647374 0.29245666 0.34653366 0.071759045 0.76835114 0.06480635 0.93378437 0.7547529 0.051147424 0.9640857 0.4264238 0.87751806 output (0, 1) (0, 9) (1, 4) (1, 7) (2, 6) (2, 4) (2, 5) (3, 9) (3, 8)
0.5862307 0.04628867 0.7788427 0.86031985 0.34221193 0.718684 0.41721094 0.00805491 0.78058916 0.09605819 0.188901 0.7731405 0.522938 0.20129354 0.018662723 0.58794236 0.40131572 0.42675224 0.51002055 0.6317607 output (0, 6) (0, 3) (0, 4) (1, 9) (2, 5) (2, 9) (5, 7) (6, 8) (8, 9)
0.8366879 0.8853307 0.4663217 0.7532693 0.49117312 0.75716496 0.21379249 0.9125098 0.94997895 0.7629821 0.5761803 0.09838922 0.40224874 0.67338073 0.8346588 0.058765996 0.60622597 0.68412465 0.17996548 0.668054 output (0, 4) (0, 8) (1, 2) (1, 6) (2, 8) (3, 9) (5, 7) (5, 8) (6, 9)
0.124101326 0.46682882 0.31202993 0.43056726 0.86071086 0.9159254 0.8922163 0.5609966 0.24652588 0.071653016 0.5671718 0.6873581 0.93854123 0.80327386 0.99286395 0.57494897 0.51549304 0.2547864 0.4773187 0.104765266 output (0, 1) (1, 8) (1, 5) (2, 6) (3, 7) (3, 5) (4, 9) (6, 7) (8, 9)
0.072717085 0.23397712 0.27923995 0.37415525 0.7994425 0.9836081 0.40662354 0.9133621 0.102737576 0.3545245 0.4117978 0.37149894 0.8103053 0.7780142 0.33954346 0.22909757 0.8414509 0.38916734 0.34695423 0.016201003 output (0, 4) (1, 5) (1, 7) (1, 4) (2, 6) (2, 3) (5, 8) (6, 8) (7, 9)
0.45578933 0.27965948 0.24809074 0.27807304 0.40302622 0.5304419 0.90144646 0.74130493 0.1570461 0.33096787 0.31158218 0.30366915 0.017959176 0.308999 0.5625239 0.26481536 0.17165758 0.12721415 0.9117842 0.020539349 output (0, 7) (0, 5) (1, 5) (1, 4) (1, 8) (2, 5) (2, 3) (4, 6) (7, 9)
0.29449466 0.34057152 0.9792459 0.9916984 0.34139425 0.26949105 0.46474823 0.34636822 0.29395017 0.8132959 0.40454867 0.016759343 0.35210004 0.36257413 0.99247617 0.99762565 0.046056494 0.9206707 0.9260927 0.5040561 output (0, 6) (0, 2) (1, 7) (1, 9) (2, 5) (3, 6) (3, 9) (4, 8) (4, 6)
0.42932662 0.32723272 0.11123268 0.5086155 0.04812338 0.48280075 0.29375947 0.38551673 0.8024612 0.11914715 0.07727996 0.72636396 0.24635772 0.5763751 0.46391943 0.17963107 0.9067435 0.74609035 0.41192138 0.76341915 output (0, 3) (0, 7) (1, 2) (1, 6) (1, 5) (3, 6) (4, 7) (6, 9) (8, 9)
0.54591346 0.8889753 0.18933412 0.23694211 0.5486546 0.33789223 0.40027398 0.3303466 0.34199518 0.5771551 0.538129 0.5033829 0.7297362 0.8464183 0.4508714 0.6244278 0.44113612 0.61916035 0.41172606 0.95349395 output (0, 9) (0, 6) (0, 7) (1, 3) (2, 3) (2, 5) (4, 8) (5, 7) (7, 8)
0.19786651 0.73024017 0.27458745 0.41172117 0.24934854 0.14682297 0.81554717 0.41817352 0.20406145 0.6457461 0.85143447 0.042870887 0.5167506 0.38400728 0.7921771 0.52254814 0.3145524 0.7658296 0.41903278 0.69939095 output (0, 4) (0, 8) (1, 6) (1, 4) (1, 2) (3, 7) (3, 6) (3, 5) (8, 9)
0.4512512 0.17541179 0.41659626 0.055295818 0.65051156 0.23836653 0.7726841 0.83963954 0.8227189 0.11599781 0.43449694 0.30576107 0.64997864 0.43086988 0.5564392 0.17856002 0.3658435 0.013606865 0.6822762 0.29603568 output (0, 7) (0, 1) (0, 5) (1, 8) (2, 9) (2, 7) (2, 4) (3, 6) (6, 9)
0.40202656 0.79892206 0.8077767 0.80077016 0.15303439 0.45387864 0.6779716 0.66224486 0.03522135 0.4935837 0.8184761 0.5551437 0.31972548 0.73114693 0.54261965 0.7653303 0.18096659 0.41648784 0.6558225 0.6029002 output (0, 6) (0, 7) (1, 3) (2, 8) (2, 4) (2, 6) (3, 9) (3, 7) (5, 9)
0.6189096 0.011080938 0.307252 0.9972103 0.019437052 0.9810677 0.7946799 0.3434148 0.16418645 0.55192006 0.82518333 0.792816 0.32547948 0.08973744 0.80343086 0.55777204 0.46497566 0.6887993 0.3641406 0.6221332 output (0, 6) (0, 3) (1, 2) (1, 8) (3, 7) (4, 9) (5, 7) (7, 8) (8, 9)
0.46161306 0.09494927 0.66424394 0.4404261 0.05481407 0.6803287 0.10480758 0.5257797 0.23316139 0.16676883 0.6729538 0.83873117 0.6768577 0.3436716 0.50580704 0.817506 0.9625586 0.23571247 0.4267518 0.54171807 output (0, 4) (0, 6) (1, 6) (1, 9) (2, 3) (3, 9) (5, 7) (6, 8) (7, 9)
0.3058964 0.4743327 0.8178155 0.21520838 0.49691275 0.12063567 0.34421027 0.25597152 0.14028277 0.7336028 0.9783653 0.5115936 0.048312914 0.81906813 0.5731438 0.9299505 0.84813994 0.6247069 0.21795419 0.6749741 output (0, 9) (0, 3) (1, 2) (1, 5) (2, 3) (4, 9) (4, 6) (5, 8) (7, 8)
0.25219917 0.4082055 0.41837317 0.6478888 0.7521562 0.5881573 0.3558978 0.95739615 0.9958938 0.4300442 0.10698706 0.15906337 0.15746388 0.65770894 0.137629 0.53350353 0.43676648 0.25618395 0.033022266 0.5992876 output (0, 7) (0, 8) (0, 5) (1, 6) (1, 3) (1, 2) (2, 4) (6, 7) (7, 9)
0.72149247 0.03647437 0.49931806 0.4779351 0.5362869 0.8478829 0.06773488 0.90061533 0.4298365 0.57920516 0.6911186 0.8171578 0.56071824 0.28117728 0.96740675 0.35541946 0.85350996 0.7572966 0.97405267 0.77263045 output (0, 6) (0, 7) (1, 4) (1, 6) (2, 5) (2, 4) (2, 3) (5, 8) (8, 9)
0.6634353 0.6989785 0.32334888 0.3878047 0.17606133 0.98850006 0.31093124 0.39165518 0.17456332 0.22085139 0.03745166 0.87120324 0.60712004 0.84910804 0.6185119 0.24776396 0.35235795 0.47727764 0.7243068 0.8389586 output (0, 9) (0, 8) (1, 3) (1, 8) (1, 7) (2, 5) (2, 6) (3, 4) (6, 9)
0.13553548 0.6425214 0.71221 0.56373143 0.78431773 0.47853613 0.16581835 0.33290198 0.47594777 0.029171713 0.6419003 0.86699396 0.30840984 0.27194017 0.6389029 0.3260431 0.023106212 0.97038954 0.56952554 0.09838309 output (0, 3) (0, 8) (1, 2) (1, 5) (2, 7) (3, 6) (4, 9) (4, 6) (7, 9)
0.59660655 0.8373613 0.79391897 0.77640337 0.7948844 0.7358256 0.3583613 0.2762277 0.28024125 0.7972187 0.60856026 0.63327473 0.2166797 0.20203131 0.6075295 0.6334207 0.20757718 0.04783996 0.13056712 0.3039438 output (0, 7) (0, 1) (0, 4) (1, 2) (3, 6) (3, 7) (5, 7) (6, 9) (6, 8)
0.4023697 0.25321686 0.6791542 0.0219647 0.8472409 0.849569 0.43471363 0.85529596 0.6753945 0.0007867197 0.1413111 0.007863878 0.5598549 0.6460903 0.22104041 0.6676734 0.79949903 0.65904194 0.31303725 0.10688484 output (0, 9) (0, 1) (0, 6) (1, 4) (2, 8) (3, 6) (3, 7) (5, 9) (6, 8)
0.4346897 0.6181174 0.95892787 0.038776185 0.25310636 0.9961675 0.8716722 0.8734513 0.28868067 0.12546748 0.5982219 0.23838022 0.73390007 0.2615054 0.4212091 0.34636563 0.9726609 0.7699492 0.24848232 0.41932082 output (0, 7) (0, 2) (0, 3) (1, 6) (3, 8) (4, 7) (5, 6) (5, 7) (7, 9)
0.31908435 0.24439335 0.94304484 0.7287517 0.3120066 0.13425495 0.27972153 0.8034936 0.17550372 0.1478857 0.7138104 0.10952595 0.23879398 0.7502705 0.69114316 0.98344994 0.5446863 0.6586185 0.54514444 0.025785588 output (0, 2) (0, 8) (1, 7) (2, 4) (2, 9) (3, 6) (3, 8) (5, 9) (7, 8)
0.70848083 0.4993255 0.7322181 0.5887432 0.14826028 0.43228328 0.8774463 0.80869186 0.055069715 0.5907774 0.59945965 0.39639485 0.25069275 0.4050181 0.9310374 0.16817813 0.07636837 0.19301784 0.47954702 0.9096651 output (0, 1) (0, 5) (0, 7) (1, 3) (1, 9) (2, 6) (2, 4) (2, 8) (5, 6)
0.38904056 0.4149794 0.38882333 0.74842507 0.3833826 0.5103181 0.0025865869 0.19078355 0.8251932 0.2236676 0.33484256 0.46016127 0.32642975 0.6855877 0.51786727 0.7037621 0.23344572 0.76857024 0.83305043 0.41084018 output (0, 5) (1, 6) (1, 7) (2, 5) (2, 6) (3, 5) (4, 9) (6, 8) (7, 9)
0.06476452 0.8357125 0.25451362 0.250318 0.94434863 0.37034872 0.62945783 0.9059816 0.5420027 0.24286653 0.5255767 0.25635862 0.5962327 0.2349297 0.07986449 0.9454601 0.064708225 0.7432135 0.16414522 0.3929457 output (0, 8) (0, 7) (1, 9) (1, 5) (2, 6) (3, 7) (4, 5) (4, 6) (8, 9)
0.04295965 0.63852084 0.782434 0.39449498 0.106490016 0.25086552 0.21479996 0.3005668 0.26238486 0.16717456 0.80800825 0.37991297 0.15167929 0.56885064 0.5869485 0.17396908 0.31381774 0.5628527 0.9705241 0.8346905 output (0, 6) (1, 5) (1, 7) (1, 9) (2, 3) (3, 4) (3, 6) (4, 7) (6, 8)
0.53412586 0.42351133 0.13160826 0.31381288 0.28850785 0.5170797 0.5570176 0.85962176 0.05194688 0.24182187 0.61673766 0.6837271 0.02447117 0.79525894 0.6176467 0.6359928 0.8971001 0.749838 0.6725648 0.3831885 output (0, 9) (0, 7) (0, 2) (1, 4) (1, 2) (2, 6) (3, 5) (5, 7) (5, 8)
0.47702554 0.027965637 0.85341585 0.5599044 0.76013607 0.7220653 0.15347175 0.9532201 0.59139246 0.6956961 0.72796994 0.7963299 0.66626185 0.5599031 0.44403777 0.8850717 0.20601477 0.95317364 0.1454255 0.43716782 output (0, 9) (1, 2) (2, 5) (3, 8) (4, 6) (4, 5) (4, 7) (4, 9) (7, 8)
0.11924706 0.114370994 0.6310194 0.49991912 0.054717842 0.66590923 0.83267975 0.33949327 0.95141226 0.8832999 0.12850298 0.4665002 0.98777103 0.94371384 0.00557735 0.26260835 0.118328 0.009673858 0.49946263 0.024531273 output (0, 8) (0, 7) (1, 3) (1, 4) (2, 5) (3, 9) (4, 6) (5, 7) (8, 9)
0.75339776 0.89152604 0.4599249 0.025180656 0.443751 0.2896521 0.32119015 0.30111155 0.61639094 0.34256637 0.64026827 0.8999387 0.6486202 0.6027001 0.47522563 0.16316882 0.089918606 0.26004916 0.4064179 0.78937775 output (0, 5) (1, 7) (2, 3) (2, 7) (2, 4) (3, 8) (4, 6) (5, 9) (5, 6)
0.84919363 0.118278034 0.049635053 0.9267339 0.9906718 0.68738526 0.1417226 0.56011206 0.6964586 0.054650497 0.042452615 0.55340886 0.5569191 0.04412047 0.6377272 0.47579148 0.45102075 0.97427917 0.28612554 0.50067616 output (0, 4) (0, 7) (1, 5) (1, 8) (2, 7) (3, 5) (3, 9) (4, 6) (7, 9)
0.51252997 0.65731347 0.7254443 0.1154536 0.34406096 0.46701738 0.4198417 0.7663713 0.81715405 0.35428903 0.8992339 0.549302 0.7543491 0.608793 0.36549 0.39052498 0.68651843 0.86398876 0.3176564 0.3287691 output (0, 3) (0, 6) (0, 2) (1, 4) (2, 7) (4, 5) (5, 6) (6, 8) (7, 9)
0.22931235 0.15702319 0.5152903 0.07989727 0.09749753 0.23887151 0.7564456 0.9977165 0.24841224 0.5037188 0.6890711 0.21619809 0.051006205 0.13998029 0.9760217 0.2274856 0.026882146 0.5808884 0.8769435 0.860032 output (0, 2) (0, 1) (1, 5) (2, 6) (2, 4) (3, 9) (4, 8) (5, 7) (7, 9)
0.46459508 0.7781909 0.5742745 0.4941353 0.120141596 0.78678644 0.28707224 0.69419974 0.6187588 0.48880953 0.55048364 0.19150463 0.5129741 0.879124 0.6181262 0.17934097 0.7175514 0.955013 0.8402709 0.29192945 output (0, 6) (0, 3) (0, 1) (1, 4) (2, 3) (4, 9) (5, 7) (6, 8) (7, 9)
0.57632846 0.6203003 0.16015698 0.13832888 0.0353875 0.4543473 0.37559566 0.45387515 0.55297554 0.03583354 0.20358214 0.35338396 0.6235146 0.83332837 0.5493695 0.1188002 0.12977858 0.020499835 0.82460797 0.43614507 output (0, 6) (0, 3) (0, 9) (1, 8) (1, 5) (2, 5) (3, 5) (3, 7) (4, 7)
0.69444644 0.7620287 0.5526958 0.7927249 0.15902361 0.23993707 0.7512445 0.12511583 0.93121773 0.36102793 0.93535835 0.23456462 0.15561926 0.1580906 0.8587942 0.20641539 0.70493 0.28046697 0.46970144 0.67114294 output (0, 1) (1, 9) (2, 6) (2, 9) (3, 7) (3, 8) (4, 5) (5, 7) (8, 9)
0.45179892 0.56756103 0.3733829 0.14060433 0.4892798 0.49267265 0.9931195 0.09037795 0.24434099 0.01857154 0.36740357 0.56725496 0.3452295 0.36327928 0.74702156 0.8479545 0.31279826 0.71661055 0.97576565 0.32110137 output (0, 2) (0, 5) (0, 7) (1, 4) (1, 6) (2, 6) (2, 9) (3, 9) (5, 8)
0.63719517 0.81159604 0.10260918 0.1447542 0.27631143 0.73561674 0.561873 0.8970694 0.9580943 0.54744846 0.35056055 0.78447866 0.62983805 0.101381384 0.30481663 0.91584814 0.36055842 0.53210473 0.3966761 0.8741931 output (0, 3) (0, 4) (1, 8) (2, 5) (2, 8) (3, 9) (5, 9) (6, 8) (7, 9)
0.14302982 0.34784427 0.81059474 0.35767892 0.48297042 0.07781687 0.4694965 0.52754253 0.5851088 0.75513417 0.46388558 0.26309383 0.4399642 0.2971774 0.030376354 0.6321721 0.1734885 0.3121309 0.7976344 0.4249126 output (0, 8) (0, 7) (1, 9) (2, 5) (3, 6) (3, 4) (3, 9) (5, 6) (6, 8)
0.6940309 0.51114595 0.79913485 0.18647677 0.1181806 0.79358274 0.85150015 0.2840678 0.23319195 0.91092 0.3998665 0.99501055 0.9228542 0.32041195 0.67422587 0.5986055 0.3389631 0.53028417 0.9836742 0.36211175 output (0, 7) (0, 3) (1, 3) (2, 4) (2, 8) (3, 6) (4, 5) (6, 9) (7, 8)
0.8669126 0.8515854 0.83462894 0.047626365 0.6194747 0.32455176 0.7923797 0.620972 0.15001442 0.6462845 0.004189406 0.7684202 0.7078483 0.8941682 0.26774797 0.21455573 0.57385314 0.82786155 0.2167592 0.11501603 output (0, 6) (0, 3) (1, 2) (2, 3) (2, 7) (4, 5) (4, 7) (6, 8) (7, 9)
0.9714339 0.9940473 0.549525 0.63370514 0.3191957 0.60060316 0.33254045 0.76176465 0.6565677 0.04934357 0.07158614 0.6195241 0.6473394 0.29924825 0.24188298 0.09548699 0.16226342 0.9431004 0.9967707 0.13266423 output (0, 1) (1, 2) (1, 6) (2, 3) (2, 5) (3, 8) (4, 6) (4, 9) (4, 7)
0.7889693 0.8735694 0.76404387 0.5930384 0.12835558 0.37567294 0.48340547 0.5004771 0.43191335 0.29131457 0.949634 0.13599986 0.38349932 0.8528536 0.72679245 0.6816862 0.35086334 0.6778988 0.93813896 0.6125855 output (0, 7) (1, 7) (1, 9) (1, 3) (2, 4) (3, 4) (3, 8) (5, 9) (6, 8)
0.4245529 0.6270818 0.7528738 0.6866797 0.3437932 0.27357492 0.28196386 0.15340316 0.1288708 0.67866737 0.8129184 0.90468156 0.98091173 0.46818134 0.77730626 0.75029606 0.94229203 0.8005453 0.7620042 0.48241735 output (0, 4) (0, 1) (0, 2) (1, 7) (1, 9) (2, 3) (5, 7) (5, 8) (6, 9)
0.08858256 0.41427657 0.67855906 0.38296476 0.1575558 0.83148366 0.4400836 0.84873956 0.39005688 0.51663035 0.42121044 0.78416485 0.8838052 0.28776646 0.80824167 0.650806 0.68991846 0.80147237 0.28665063 0.08865514 output (0, 4) (0, 9) (1, 6) (1, 7) (2, 5) (3, 5) (3, 8) (4, 5) (7, 8)
0.7607755 0.054692656 0.29825702 0.42684358 0.22345836 0.9014978 0.54756695 0.97311085 0.66375744 0.41751966 0.65462303 0.696891 0.8621973 0.5279628 0.80207247 0.61206293 0.326886 0.9066732 0.74754864 0.97713566 output (0, 4) (1, 4) (2, 8) (3, 9) (3, 8) (4, 6) (5, 7) (5, 9) (6, 7)
0.91771865 0.48439112 0.75180364 0.2410632 0.46816552 0.6234936 0.8602396 0.7091787 0.1878445 0.67030644 0.71281624 0.7758414 0.4594335 0.9296687 0.75795287 0.44134015 0.8357425 0.03429616 0.111031145 0.5925365 output (0, 7) (0, 3) (1, 7) (1, 8) (2, 4) (2, 5) (3, 5) (4, 9) (5, 6)
0.19145489 0.23361582 0.16021678 0.85191244 0.92051005 0.80260986 0.23655294 0.6001772 0.6621775 0.11706224 0.83562386 0.98667294 0.54797363 0.49112135 0.33889014 0.8581397 0.28501636 0.9780575 0.25588432 0.41507542 output (0, 9) (1, 8) (1, 3) (2, 5) (2, 6) (3, 9) (4, 6) (6, 9) (7, 8)
0.8737076 0.62160546 0.34755477 0.98368037 0.09954405 0.41440105 0.16801639 0.46809524 0.44047397 0.40905133 0.18205445 0.21108952 0.89411986 0.33962238 0.04726682 0.6333401 0.36588857 0.44130352 0.5360928 0.91818655 output (0, 6) (0, 9) (1, 9) (2, 3) (2, 5) (3, 8) (3, 7) (4, 8) (4, 6)
0.38403603 0.8614706 0.0951054 0.028584661 0.6552816 0.49691197 0.46974158 0.558621 0.38721877 0.77421206 0.08256361 0.03475681 0.86548656 0.4594969 0.54160756 0.33276376 0.28001922 0.7995954 0.9547235 0.95157194 output (0, 4) (1, 5) (1, 7) (2, 3) (2, 7) (2, 6) (3, 4) (4, 8) (6, 9)
0.17656747 0.7567324 0.65641195 0.21796453 0.78537023 0.39878324 0.3604135 0.43204185 0.18136007 0.6168001 0.7017808 0.25741917 0.1690895 0.23689589 0.4901039 0.8336026 0.19041264 0.9242791 0.7285612 0.58284503 output (0, 4) (0, 8) (1, 5) (2, 5) (2, 9) (3, 4) (3, 6) (7, 8) (7, 9)
0.034254678 0.256014 0.8423767 0.72284085 0.25853294 0.90036184 0.77545047 0.764646 0.5192861 0.026602153 0.29084107 0.8523347 0.024591625 0.41042104 0.64692825 0.9632995 0.7087886 0.8374671 0.5877935 0.4614484 output (0, 6) (1, 3) (2, 5) (3, 8) (3, 9) (4, 9) (5, 7) (5, 6) (7, 8)
