0.32066837 0.31476563 0.5590894 0.5087682 0.8210974 0.13037011 0.55802673 0.81072176 0.21288058 0.12819687 0.67210096 0.34823897 0.22721803 0.0017380124 0.92644984 0.73845184 0.5239881 0.5344982 0.878065 0.5636949 0.4781599 0.27175173 0.33788115 0.57052284 0.9360878 0.38325846 0.6814596 0.67741984 0.6691858 0.7848766 output (0, 10) (0, 4) (1, 8) (1, 5) (1, 13) (2, 5) (3, 14) (4, 6) (5, 10) (7, 9) (8, 11) (9, 12) (9, 13) (13, 14)
0.030897247 0.117752634 0.7620095 0.545049 0.72711396 0.064720154 0.47408196 0.8643633 0.41744035 0.6724303 0.13432197 0.9721245 0.0933093 0.024766743 0.07706947 0.69902205 0.80695754 0.18915871 0.52539057 0.8286414 0.7394964 0.34544066 0.8808929 0.9740326 0.3007932 0.11621497 0.012931784 0.23212971 0.08149412 0.9451915 output (0, 6) (0, 13) (1, 10) (1, 4) (2, 8) (2, 12) (3, 9) (4, 9) (4, 7) (5, 14) (6, 12) (7, 14) (8, 10) (9, 11)
0.75749624 0.66491574 0.51365477 0.9410375 0.5760041 0.8753051 0.029964339 0.27298853 0.43864274 0.23098847 0.9397392 0.96888924 0.07219435 0.053136557 0.22271669 0.35856092 0.47909656 0.86889756 0.5330631 0.6753219 0.23573221 0.7357342 0.6224177 0.8814495 0.5654602 0.273603 0.49506736 0.4542567 0.90755117 0.9294632 output (0, 9) (1, 8) (1, 2) (2, 11) (3, 7) (3, 6) (4, 12) (4, 7) (5, 14) (8, 9) (8, 10) (9, 13) (11, 14) (12, 13)
0.13069765 0.4160274 0.30050376 0.99021375 0.44908312 0.33438927 0.75722575 0.9448499 0.6410446 0.46562073 0.2308429 0.8353194 0.82474893 0.4663157 0.9653022 0.1783405 0.10451192 0.24534132 0.1872923 0.2842846 0.23591569 0.50725454 0.85277617 0.5419495 0.090054534 0.83410335 0.43332362 0.99705815 0.12999453 0.9459303 output (0, 10) (0, 9) (1, 13) (1, 5) (2, 4) (2, 9) (3, 13) (4, 6) (5, 12) (5, 10) (6, 11) (6, 7) (8, 9) (12, 14)
0.028072974 0.8894029 0.013288216 0.47032392 0.27355403 0.04115563 0.08182827 0.776323 0.6022518 0.5253659 0.7563615 0.91862404 0.6381506 0.16005613 0.55334467 0.68587506 0.367786 0.010090764 0.7466381 0.3041969 0.86128336 0.18709803 0.9282554 0.7153343 0.098935865 0.8210578 0.40476993 0.768425 0.13139626 0.9455894 output (0, 12) (0, 14) (1, 3) (2, 8) (3, 12) (4, 7) (4, 9) (5, 11) (5, 7) (6, 9) (6, 8) (7, 13) (9, 10) (12, 13)
0.59883887 0.88631827 0.8957797 0.7321741 0.60538554 0.68601656 0.42119923 0.6591915 0.67694926 0.11346024 0.16164075 0.2569691 0.6342853 0.62458444 0.81276554 0.10867462 0.56113833 0.18377991 0.60123223 0.03230674 0.64809126 0.21335606 0.16573997 0.8238784 0.47025454 0.8827806 0.9743485 0.12844189 0.66252476 0.16617173 output (0, 12) (0, 2) (1, 6) (2, 6) (2, 3) (3, 11) (4, 14) (4, 9) (4, 7) (5, 8) (6, 10) (7, 13) (8, 10) (10, 14)
0.99432856 0.94188905 0.47366694 0.41381446 0.50477433 0.050103925 0.73713917 0.85903794 0.40679955 0.70964366 0.9046377 0.98467237 0.69652486 0.851763 0.93504596 0.23536748 0.019856974 0.21312626 0.2496132 0.8038059 0.20497765 0.83144355 0.25182915 0.034544803 0.050157193 0.7502168 0.6822593 0.82671857 0.52595633 0.49978307 output (0, 5) (1, 14) (1, 2) (2, 11) (2, 7) (3, 6) (3, 5) (4, 9) (4, 14) (4, 13) (6, 13) (8, 11) (9, 10) (10, 12)
0.30827665 0.64967084 0.69231695 0.68501 0.35682374 0.58046484 0.743233 0.5128754 0.69266474 0.2916989 0.9833126 0.613388 0.8086621 0.04037562 0.9447356 0.93991613 0.3416244 0.23898782 0.59361666 0.909835 0.5822769 0.40853047 0.9475355 0.36429238 0.11361215 0.9240819 0.15810661 0.57640564 0.5760921 0.7038679 output (0, 2) (0, 13) (0, 12) (1, 14) (1, 3) (2, 14) (3, 10) (3, 11) (4, 10) (4, 6) (5, 11) (5, 7) (8, 10) (9, 14)
0.0023463832 0.3702284 0.42456794 0.2577124 0.9821673 0.31939542 0.62951386 0.96609837 0.45291373 0.8601877 0.63744324 0.4178274 0.27696058 0.52115613 0.31976092 0.86912197 0.93445015 0.16654399 0.16042352 0.48643795 0.46717545 0.15891518 0.19220501 0.26109725 0.7382276 0.5248577 0.78535914 0.6851865 0.82903945 0.09989022 output (0, 9) (0, 11) (1, 10) (1, 11) (1, 5) (2, 8) (2, 12) (3, 4) (3, 13) (4, 7) (5, 12) (6, 9) (8, 14) (12, 13)
0.31062508 0.15818436 0.5171837 0.9863733 0.98075235 0.5781313 0.67990893 0.03462791 0.041439068 0.19797678 0.33429164 0.5402827 0.90545934 0.41670316 0.99471575 0.18544614 0.6148169 0.32829693 0.79234606 0.9208566 0.51419336 0.69034255 0.9821085 0.30093175 0.73229545 0.14209276 0.7378809 0.30096626 0.44872695 0.9767988 output (0, 4) (0, 8) (1, 14) (1, 9) (2, 6) (3, 12) (5, 10) (5, 8) (6, 11) (6, 13) (7, 11) (8, 13) (10, 14) (12, 13)
0.21324943 0.7487937 0.5636399 0.24587148 0.90281004 0.3972148 0.027912572 0.081461 0.07722811 0.88792515 0.8675602 0.90176326 0.05032961 0.8237348 0.7856583 0.015133735 0.19985102 0.3708225 0.57152736 0.6303773 0.78011644 0.27702618 0.29850733 0.35240588 0.3654835 0.76632893 0.07453988 0.90566635 0.00779789 0.2138017 output (0, 12) (0, 6) (0, 8) (1, 10) (1, 11) (2, 10) (3, 14) (4, 13) (4, 6) (5, 9) (7, 10) (8, 11) (8, 14) (9, 12)
0.61104226 0.02644724 0.0166329 0.27228996 0.7107763 0.003916054 0.7865446 0.57890654 0.45703945 0.37713698 0.9301819 0.3879063 0.7846004 0.127481 0.19490264 0.16545497 0.023515314 0.91716075 0.93024135 0.6688256 0.6725809 0.67388064 0.70702636 0.8024435 0.1652145 0.91649336 0.953065 0.12479092 0.11897892 0.8097042 output (0, 2) (1, 7) (1, 14) (2, 6) (3, 10) (3, 9) (3, 5) (4, 7) (4, 10) (5, 13) (6, 13) (8, 12) (10, 11) (12, 14)
0.1418677 0.92765814 0.7979943 0.90958726 0.59617275 0.3461997 0.4011504 0.5514273 0.18690413 0.13635147 0.5043075 0.4172792 0.03979157 0.6020918 0.6169565 0.7212834 0.22623277 0.7979781 0.76300114 0.4758579 0.676277 0.13395584 0.45236796 0.34189835 0.1357516 0.19266617 0.9648529 0.92799264 0.70468754 0.15241891 output (0, 8) (1, 13) (1, 7) (2, 5) (2, 9) (2, 14) (3, 5) (3, 7) (3, 8) (4, 12) (4, 11) (5, 11) (6, 8) (10, 14)
0.40333408 0.0031740968 0.8464596 0.18789537 0.79524875 0.7136466 0.6212169 0.16028418 0.28982055 0.71750474 0.056631315 0.4344732 0.72644377 0.5383703 0.8944081 0.94380724 0.46277344 0.7576602 0.49928176 0.22314596 0.99982744 0.68840945 0.41913456 0.0417429 0.8853186 0.928901 0.5386439 0.7737946 0.27605194 0.44181514 output (0, 11) (1, 3) (2, 6) (2, 10) (2, 12) (2, 13) (3, 9) (4, 8) (4, 14) (5, 14) (7, 12) (8, 13) (9, 11) (9, 14)
0.93227595 0.22692642 0.34608886 0.7949527 0.07727813 0.90236163 0.55282646 0.726441 0.021266472 0.62804693 0.67273325 0.83371204 0.053916536 0.89303035 0.8704577 0.83849066 0.112874426 0.7786936 0.78797394 0.74801767 0.43020195 0.85857636 0.7102007 0.30678555 0.4618118 0.8813342 0.4804858 0.39044282 0.5042115 0.17160107 output (0, 11) (1, 10) (1, 8) (2, 6) (3, 5) (3, 12) (3, 13) (4, 8) (5, 9) (6, 8) (7, 9) (10, 12) (11, 13) (13, 14)
0.7379132 0.21909025 0.06513082 0.46305707 0.9268446 0.6382627 0.42915 0.14388676 0.6984589 0.8782144 0.97580796 0.36611164 0.7925724 0.26640996 0.791731 0.47703567 0.0918938 0.2649212 0.76135683 0.25150627 0.5279534 0.28887758 0.9676934 0.6529324 0.4883848 0.18493924 0.32945764 0.4883315 0.48564452 0.9017605 output (0, 9) (0, 10) (1, 8) (1, 13) (2, 11) (2, 7) (2, 4) (3, 12) (4, 14) (5, 6) (6, 9) (6, 7) (10, 12) (10, 13)
0.33851963 0.067795634 0.78847593 0.3578397 0.12090046 0.13711938 0.103530765 0.3053617 0.96024805 0.2813443 0.044046186 0.595863 0.61329883 0.18559419 0.87736505 0.74948096 0.1882264 0.05069568 0.63671875 0.28898114 0.42705756 0.514748 0.4141805 0.9429427 0.43964353 0.36351547 0.9299895 0.3122612 0.5465611 0.7161565 output (0, 8) (0, 6) (1, 13) (1, 9) (2, 8) (2, 3) (3, 5) (4, 13) (6, 9) (7, 14) (9, 12) (10, 12) (10, 14) (11, 14)
0.75675577 0.26702285 0.5633864 0.33961928 0.9325478 0.60924524 0.958758 0.90627104 0.31826377 0.6061579 0.7616515 0.79102266 0.038081206 0.06420816 0.7992663 0.4616077 0.9913416 0.7727478 0.6763483 0.01133909 0.61924034 0.8583446 0.32876268 0.9804486 0.53434104 0.41257262 0.7073301 0.81848353 0.009394281 0.5966602 output (0, 7) (0, 1) (0, 9) (1, 12) (2, 8) (2, 7) (3, 8) (3, 5) (4, 12) (4, 14) (5, 13) (6, 14) (10, 13) (10, 11)
0.26263213 0.77735317 0.09459217 0.3115209 0.9886567 0.9740188 0.53377944 0.16613533 0.0024908527 0.3427301 0.80832624 0.91511697 0.13716719 0.8695247 0.0642315 0.9819642 0.6224439 0.44465163 0.71664155 0.24128623 0.5497568 0.4703787 0.057656843 0.8955647 0.94904184 0.95240986 0.56844205 0.38349646 0.8554291 0.91024655 output (0, 6) (0, 10) (1, 4) (1, 3) (2, 12) (3, 9) (5, 14) (5, 8) (6, 11) (7, 11) (8, 10) (8, 13) (9, 13) (12, 14)
0.30431065 0.92730206 0.042706177 0.03969032 0.5217845 0.8412293 0.28196573 0.89177835 0.8728735 0.5614213 0.92054987 0.61537063 0.4306141 0.14819269 0.2686254 0.81353647 0.9310581 0.821634 0.3973562 0.46762872 0.52259773 0.6446954 0.70752996 0.16446425 0.75986195 0.90504956 0.2602201 0.09270846 0.29831412 0.80573267 output (0, 3) (1, 13) (2, 10) (2, 14) (2, 12) (3, 7) (4, 5) (5, 8) (6, 13) (6, 11) (6, 9) (7, 14) (8, 12) (9, 10)
0.011004543 0.6973012 0.51320976 0.005708548 0.8522487 0.9335821 0.3365467 0.5421188 0.49331567 0.38619348 0.5027409 0.71167487 0.71504796 0.31172574 0.68794245 0.9825372 0.3427003 0.008242141 0.8614159 0.7132263 0.920504 0.7473093 0.46248707 0.43866345 0.73767066 0.96239185 0.76944315 0.39198434 0.97647446 0.07341616 output (0, 3) (1, 8) (1, 6) (2, 12) (2, 10) (3, 11) (3, 5) (4, 11) (4, 6) (5, 7) (6, 13) (6, 14) (7, 12) (9, 10)
0.59240544 0.87368244 0.09100797 0.28193644 0.5001162 0.700404 0.67878443 0.007971295 0.50892675 0.58466715 0.45928884 0.94944674 0.029260466 0.60726595 0.716897 0.43174466 0.5365353 0.9371638 0.87562525 0.5208256 0.64450645 0.1800519 0.19845441 0.37223122 0.55461943 0.84739053 0.04091264 0.57939523 0.82734865 0.42382285 output (0, 12) (0, 8) (1, 11) (2, 4) (2, 12) (3, 10) (4, 7) (4, 11) (5, 8) (6, 13) (7, 14) (7, 10) (9, 14) (11, 13)
0.27242908 0.2709952 0.69214404 0.9072239 0.9532802 0.71354276 0.3574217 0.94333875 0.12285004 0.3434318 0.2825664 0.35122588 0.9476881 0.17263657 0.928837 0.6619421 0.19875401 0.7751628 0.45724508 0.120418146 0.09354087 0.05235542 0.004307517 0.34457153 0.3844637 0.058387373 0.774076 0.072040394 0.4800357 0.8279261 output (0, 5) (0, 9) (0, 10) (1, 14) (1, 2) (2, 7) (3, 14) (3, 8) (4, 11) (4, 5) (5, 8) (6, 13) (9, 12) (9, 13)
0.88329214 0.20081298 0.032410067 0.42538416 0.7658431 0.022033272 0.44340405 0.2533859 0.15110527 0.55741996 0.52012646 0.052835982 0.4572994 0.06099242 0.7991548 0.24403502 0.093358845 0.565091 0.21329093 0.16819483 0.9626545 0.7113185 0.86616784 0.56500286 0.14612585 0.9958479 0.61227024 0.37992144 0.08378463 0.4693946 output (0, 7) (0, 2) (1, 14) (1, 9) (3, 6) (3, 13) (3, 9) (4, 8) (5, 6) (7, 13) (8, 14) (8, 12) (10, 11) (11, 13)
0.566006 0.28079623 0.7895712 0.9341355 0.8379823 0.72022724 0.20991407 0.17739819 0.03281121 0.3308524 0.92100155 0.09077722 0.3837037 0.49225023 0.60818017 0.70975953 0.29400995 0.33917826 0.8929568 0.4178466 0.29138643 0.43284625 0.85948473 0.8595892 0.29723963 0.6892724 0.07488321 0.15983719 0.36181647 0.49647295 output (0, 8) (1, 11) (2, 11) (2, 7) (2, 9) (3, 13) (3, 8) (4, 13) (5, 9) (6, 14) (7, 12) (8, 10) (10, 14) (12, 14)
0.11465733 0.9354934 0.8405319 0.41751957 0.34911427 0.9381766 0.035298146 0.3448113 0.41086438 0.6933811 0.17362282 0.12850657 0.6900715 0.81671935 0.96270895 0.4529113 0.55629593 0.13225408 0.92231256 0.5953766 0.26618224 0.064749904 0.07742969 0.6468344 0.40539837 0.79756373 0.11364132 0.16566834 0.8603322 0.1958288 output (0, 2) (0, 11) (1, 7) (1, 14) (2, 12) (3, 13) (3, 11) (4, 12) (5, 13) (5, 10) (6, 12) (7, 9) (8, 10) (8, 14)
0.7669611 0.79831225 0.076101065 0.64526725 0.21287324 0.11993856 0.16127948 0.8379039 0.5633317 0.6292965 0.98732984 0.017929705 0.65827787 0.019486414 0.48649478 0.83186513 0.86964905 0.3036061 0.6731034 0.49988887 0.0045899153 0.8095504 0.9522098 0.70568866 0.032799195 0.84024274 0.29507613 0.8934899 0.49372318 0.79982936 output (0, 11) (0, 4) (1, 10) (2, 6) (3, 12) (3, 13) (4, 9) (4, 14) (5, 8) (5, 6) (7, 14) (7, 13) (8, 9) (10, 12)
